crop,district,state,observations,mean_residual,median_residual,mae,rmse,p90_error,is_high_error_district
Kharif Sorghum,Nanded,Maharashtra,4,341.86,338.2,358.51,436.18,625.54,False
Kharif Sorghum,Narsinghpur,Madhya Pradesh,4,397.37,209.73,415.14,622.68,926.12,False
Kharif Sorghum,Nasik,Maharashtra,4,355.89,191.14,724.39,958.24,1422.22,True
Kharif Sorghum,Nizamabad,Telangana,4,105.65,150.63,271.22,299.92,416.08,False
Kharif Sorghum,North Arcot / Vellore,Tamil Nadu,3,-314.86,-274.45,314.86,382.69,534.21,False
Kharif Sorghum,North Cachar Hil / Dima Hasao,Assam,4,4.44,4.69,4.44,4.85,6.26,False
Kharif Sorghum,Osmanabad,Maharashtra,4,318.39,342.23,318.39,393.34,556.05,False
Kharif Sorghum,Palakkad,Kerala,4,223.27,210.72,223.27,237.8,315.35,False
Kharif Sorghum,Palamau,Jharkhand,4,-115.1,4.69,123.25,238.4,335.77,False
Kharif Sorghum,Pali,Rajasthan,4,51.34,18.71,119.73,150.37,220.95,False
Kharif Sorghum,Panchmahal,Gujarat,4,-87.06,-88.36,106.5,133.92,195.36,False
Kharif Sorghum,Panna,Madhya Pradesh,4,-409.73,-648.07,652.82,664.5,785.79,True
Kharif Sorghum,Parbhani,Maharashtra,4,404.16,359.11,404.16,495.22,724.75,False
Kharif Sorghum,Patiala,Punjab,4,9.39,9.07,9.39,9.69,12.01,False
Kharif Sorghum,Patna,Bihar,4,-247.47,-221.95,247.47,259.18,335.74,False
Kharif Sorghum,Phulbani ( Kandhamal ),Orissa,4,-239.07,-216.54,239.07,270.65,381.69,False
Kharif Sorghum,Pilibhit,Uttar Pradesh,4,6.15,6.07,6.15,6.65,8.87,False
Kharif Sorghum,Pithorgarh,Uttarakhand,4,6.15,6.07,6.15,6.65,8.87,False
Kharif Sorghum,Pratapgarh,Uttar Pradesh,4,147.71,304.09,396.56,412.52,492.49,False
Kharif Sorghum,Pune,Maharashtra,4,143.88,237.76,351.23,390.9,484.69,False
Kharif Sorghum,Puri,Orissa,4,-306.87,-262.34,306.87,332.23,450.19,False
Kharif Sorghum,Purnea,Bihar,4,6.13,6.03,6.13,6.63,8.85,False
Kharif Sorghum,Purulia,West Bengal,4,-123.93,-115.09,123.93,129.02,163.25,False
Kharif Sorghum,Rae-Bareily,Uttar Pradesh,4,70.01,75.6,70.01,83.72,116.79,False
Kharif Sorghum,Raichur,Karnataka,4,48.4,194.23,578.1,623.01,791.23,True
Kharif Sorghum,Raigad,Maharashtra,4,5.94,5.83,5.94,6.51,8.78,False
Kharif Sorghum,Raigarh,Chhattisgarh,4,228.43,213.78,228.43,243.1,322.45,False
Kharif Sorghum,Raipur,Chhattisgarh,4,246.67,236.97,246.67,270.95,369.09,False
Kharif Sorghum,Raisen,Madhya Pradesh,4,1157.05,1535.22,1515.37,1616.98,2103.82,True
Kharif Sorghum,Rajgarh,Madhya Pradesh,4,-333.54,-384.15,395.87,443.84,603.33,False
Kharif Sorghum,Rajkot,Gujarat,4,54.11,-259.04,537.97,661.68,963.81,True
Kharif Sorghum,Ramananthapuram,Tamil Nadu,4,-112.79,-121.56,564.17,585.08,715.84,True
Kharif Sorghum,Rampur,Uttar Pradesh,4,-459.11,-340.55,459.11,656.81,994.39,True
Kharif Sorghum,Ranchi,Jharkhand,4,-151.66,5.83,162.37,314.09,442.57,False
Kharif Sorghum,Ratlam,Madhya Pradesh,4,54.83,380.21,845.31,986.73,1418.63,True
Kharif Sorghum,Ratnagiri,Maharashtra,4,5.94,5.83,5.94,6.51,8.78,False
Kharif Sorghum,Rewa,Madhya Pradesh,3,-143.43,-116.69,303.1,354.44,490.38,False
Kharif Sorghum,Rohtak,Haryana,4,235.15,187.81,235.15,326.09,490.76,False
Kharif Sorghum,Roopnagar / Ropar,Punjab,4,5.94,5.83,5.94,6.51,8.78,False
Kharif Sorghum,S.P.S. Nellore,Andhra Pradesh,4,714.65,794.53,714.65,756.52,934.89,True
Kharif Sorghum,Sabarkantha,Gujarat,4,-369.06,5.83,379.76,748.84,1051.27,False
Kharif Sorghum,Sagar,Madhya Pradesh,4,-309.75,-392.5,615.21,690.56,928.73,True
Kharif Sorghum,Saharanpur,Uttar Pradesh,4,65.51,50.06,65.51,85.32,128.11,False
Kharif Sorghum,Saharsa,Bihar,4,261.02,476.46,519.99,522.84,581.74,True
Kharif Sorghum,Sambalpur,Orissa,4,-529.52,-526.84,529.52,547.28,679.49,True
Kharif Sorghum,Sangli,Maharashtra,4,-29.66,-134.18,246.48,286.71,388.72,False
Kharif Sorghum,Sangrur,Punjab,3,6.46,6.14,6.46,6.61,7.86,False
Kharif Sorghum,Santhal Paragana / Dumka,Jharkhand,4,-178.19,5.55,187.88,366.11,514.99,False
Kharif Sorghum,Saran,Bihar,4,260.0,164.9,260.0,335.3,497.14,False
Kharif Sorghum,Satara,Maharashtra,4,359.25,357.59,359.25,400.02,548.23,False
Kharif Sorghum,Satna,Madhya Pradesh,4,-567.09,-772.6,868.47,959.36,1288.31,True
Kharif Sorghum,Sehore,Madhya Pradesh,4,-6.93,-92.21,308.65,381.14,556.43,False
Kharif Sorghum,Seoni / Shivani,Madhya Pradesh,4,-8.8,264.72,1110.97,1219.91,1647.03,True
Kharif Sorghum,Shahabad (Now Part Of Bhojpur District),Bihar,4,-42.48,-33.83,42.48,48.46,68.79,False
Kharif Sorghum,Shahdol,Madhya Pradesh,4,-221.7,-65.1,425.76,535.8,781.81,False
Kharif Sorghum,Shahjahanpur,Uttar Pradesh,4,9.82,10.08,99.5,115.19,160.53,False
Kharif Sorghum,Shajapur,Madhya Pradesh,4,-180.35,-518.09,726.45,777.66,997.77,True
Kharif Sorghum,Shimla,Himachal Pradesh,4,5.24,5.55,5.24,5.78,7.64,False
Kharif Sorghum,Shimoge,Karnataka,4,-616.19,-621.79,616.19,749.55,1050.8,True
Kharif Sorghum,Shivpuri,Madhya Pradesh,4,-167.21,-91.98,629.88,846.17,1264.75,True
Kharif Sorghum,Sibsagar,Assam,4,5.24,5.55,5.24,5.78,7.64,False
Kharif Sorghum,Sidhi,Madhya Pradesh,4,-194.45,-38.22,372.25,489.39,709.28,False
Kharif Sorghum,Sikar,Rajasthan,4,168.52,-50.94,301.72,479.14,707.68,False
Kharif Sorghum,Singhbhum,Jharkhand,4,-157.23,5.55,166.93,324.21,456.31,False
Kharif Sorghum,Sirmaur,Himachal Pradesh,4,5.24,5.55,5.24,5.78,7.64,False
Kharif Sorghum,Sirohi,Rajasthan,4,270.88,303.55,388.59,479.55,673.29,False
Kharif Sorghum,Sitapur,Uttar Pradesh,4,-6.72,-36.63,116.94,125.41,159.56,False
Kharif Sorghum,Solan,Himachal Pradesh,4,5.24,5.55,5.24,5.78,7.64,False
Kharif Sorghum,Solapur,Maharashtra,4,223.55,261.98,252.62,299.35,417.73,False
Kharif Sorghum,South Arcot / Cuddalore,Tamil Nadu,4,-222.15,-21.06,480.23,632.96,932.77,True
Kharif Sorghum,Srikakulam,Andhra Pradesh,4,687.7,670.39,687.7,725.1,937.24,True
Kharif Sorghum,Sultanpur,Uttar Pradesh,4,1.12,20.21,179.18,220.91,314.16,False
Kharif Sorghum,Sundargarh,Orissa,4,-277.05,-217.57,277.05,309.46,431.28,False
Kharif Sorghum,Surat,Gujarat,4,-126.66,-116.18,237.23,292.97,414.4,False
Kharif Sorghum,Surendranagar,Gujarat,4,-287.66,-278.92,287.66,307.71,408.43,False
Kharif Sorghum,Surguja,Chhattisgarh,4,209.94,197.64,209.94,230.55,315.92,False
Kharif Sorghum,Swami Madhopur,Rajasthan,4,268.35,228.61,268.35,305.4,435.31,False
Kharif Sorghum,Tehri Garhwal,Uttarakhand,4,5.47,6.29,5.47,6.02,7.7,False
Kharif Sorghum,Thane,Maharashtra,4,5.47,6.29,5.47,6.02,7.7,False
Kharif Sorghum,Thanjavur,Tamil Nadu,4,77.67,88.0,107.61,123.6,176.31,False
Kharif Sorghum,The Nilgiris,Tamil Nadu,3,288.92,252.14,288.92,298.63,365.73,False
Kharif Sorghum,Thirunelveli,Tamil Nadu,3,-1302.84,-1996.02,2014.02,2160.11,2782.62,True
Kharif Sorghum,Thiruvananthapuram,Kerala,4,6.53,7.1,6.53,7.0,8.78,False
Kharif Sorghum,Thrissur,Kerala,4,6.53,7.1,6.53,7.0,8.78,False
Kharif Sorghum,Tikamgarh,Madhya Pradesh,4,-96.92,-79.91,632.87,796.96,1152.72,True
Kharif Sorghum,Tiruchirapalli / Trichy,Tamil Nadu,3,-258.08,-96.53,258.08,365.15,517.4,False
Kharif Sorghum,Tonk,Rajasthan,4,-4.35,41.33,120.03,140.25,196.22,False
Kharif Sorghum,Tumkur,Karnataka,4,233.59,234.03,233.59,254.5,341.6,False
Kharif Sorghum,Udaipur,Rajasthan,4,108.3,122.63,354.08,399.4,540.7,False
Kharif Sorghum,Ujjain,Madhya Pradesh,4,-156.33,365.65,832.77,1068.95,1571.2,True
Kharif Sorghum,Unnao,Uttar Pradesh,4,65.22,131.57,363.86,435.09,596.6,False
Kharif Sorghum,Uttar Kashi,Uttarakhand,4,8.27,7.1,8.27,9.69,13.64,False
Kharif Sorghum,Uttara Kannada,Karnataka,4,267.74,194.25,267.74,336.92,502.11,False
Kharif Sorghum,Vadodara / Baroda,Gujarat,4,3.52,24.3,356.24,487.1,695.09,False
Kharif Sorghum,Valsad,Gujarat,4,-88.77,-99.55,130.82,147.24,207.85,False
Kharif Sorghum,Varanasi,Uttar Pradesh,4,82.91,62.32,161.65,206.23,298.46,False
Kharif Sorghum,Vidisha,Madhya Pradesh,4,84.21,-270.13,823.18,1039.42,1551.65,True
Kharif Sorghum,Visakhapatnam,Andhra Pradesh,4,691.72,721.92,691.72,719.01,876.88,True
Kharif Sorghum,Warangal,Telangana,4,-38.6,-127.88,193.86,211.23,280.1,False
Kharif Sorghum,Wardha,Maharashtra,4,166.85,145.78,166.85,178.51,239.67,False
Kharif Sorghum,West Dinajpur,West Bengal,4,7.55,7.1,7.55,8.5,11.63,False
Kharif Sorghum,West Godavari,Andhra Pradesh,4,781.27,846.83,781.27,817.84,1003.33,True
Kharif Sorghum,Yeotmal,Maharashtra,4,280.08,271.36,280.08,326.89,464.64,False
Minor Pulses,24 Parganas,West Bengal,4,30.05,8.62,55.96,73.05,106.19,False
Minor Pulses,Adilabad,Telangana,4,23.5,27.45,35.14,41.81,58.78,False
Minor Pulses,Agra,Uttar Pradesh,4,274.0,74.93,365.87,569.76,830.9,False
Minor Pulses,Ahmedabad,Gujarat,4,-60.7,-75.51,76.83,85.15,116.74,False
Minor Pulses,Ahmednagar,Maharashtra,4,180.19,85.06,180.19,278.85,418.58,False
Minor Pulses,Ajmer,Rajasthan,4,-202.93,-216.56,202.93,223.92,298.11,False
Minor Pulses,Akola,Maharashtra,4,37.21,136.05,244.84,272.59,378.28,False
Minor Pulses,Alappuzha,Kerala,4,-83.15,-202.35,374.81,413.41,561.7,False
Minor Pulses,Aligarh,Uttar Pradesh,4,408.06,289.53,452.15,612.98,919.24,False
Minor Pulses,Allahabad,Uttar Pradesh,4,171.92,56.25,361.22,473.04,700.64,False
Minor Pulses,Almorah,Uttarakhand,4,-516.4,-614.34,516.4,603.4,777.28,False
Minor Pulses,Alwar,Rajasthan,4,-1312.16,-1242.14,1312.16,1437.47,1960.41,True
Minor Pulses,Amarawati,Maharashtra,4,-0.95,66.64,216.74,245.26,336.92,False
Minor Pulses,Ambala,Haryana,4,-2743.49,-1382.62,4252.36,5460.71,8154.44,True
Minor Pulses,Amreli,Gujarat,4,-43.23,-32.53,43.23,55.98,84.01,False
Minor Pulses,Amritsar,Punjab,4,-165.56,-165.8,165.56,181.4,245.2,False
Minor Pulses,Ananthapur,Andhra Pradesh,4,114.0,79.17,129.96,182.26,276.41,False
Minor Pulses,Aurangabad,Maharashtra,4,104.58,228.79,283.44,292.72,345.94,False
Minor Pulses,Azamgarh,Uttar Pradesh,4,98.23,-83.34,461.11,628.32,950.81,False
Minor Pulses,Bahraich,Uttar Pradesh,4,-88.47,-152.53,526.25,645.68,909.74,True
Minor Pulses,Balaghat,Madhya Pradesh,4,-297.18,-339.88,351.5,402.08,566.05,False
Minor Pulses,Balasore,Orissa,4,-15.91,-12.46,15.91,20.9,31.39,False
Minor Pulses,Ballia,Uttar Pradesh,4,76.38,-251.58,534.86,669.62,979.88,True
Minor Pulses,Banaskantha,Gujarat,4,-4.87,28.38,124.49,149.32,215.02,False
Minor Pulses,Banda,Uttar Pradesh,4,89.55,6.41,298.55,366.68,541.96,False
Minor Pulses,Bangalore,Karnataka,4,-25.39,-68.87,318.68,339.56,431.77,False
Minor Pulses,Bankura,West Bengal,4,-254.58,-242.37,254.58,275.64,372.12,False
Minor Pulses,Banswara,Rajasthan,4,-148.91,-184.64,186.45,215.6,297.32,False
Minor Pulses,Barabanki,Uttar Pradesh,4,17.34,-108.91,313.62,387.09,558.77,False
Minor Pulses,Bareilly,Uttar Pradesh,4,110.61,12.87,469.17,559.91,820.07,False
Minor Pulses,Barmer,Rajasthan,4,141.07,145.22,141.07,153.14,201.25,False
Minor Pulses,Bastar,Chhattisgarh,4,-8.5,-9.61,32.67,40.4,58.69,False
Minor Pulses,Basti,Uttar Pradesh,4,126.53,-137.34,408.77,565.87,836.36,False
Minor Pulses,Beed,Maharashtra,4,130.5,124.44,206.43,253.06,365.76,False
Minor Pulses,Belgaum,Karnataka,4,-37.38,-91.39,104.39,106.06,124.05,False
Minor Pulses,Bellary,Karnataka,4,66.0,148.52,205.08,213.2,268.24,False
Minor Pulses,Betul,Madhya Pradesh,4,-163.94,-112.69,163.94,220.73,332.81,False
Minor Pulses,Bhagalpur,Bihar,4,72.3,44.66,84.39,117.69,175.56,False
Minor Pulses,Bhandara,Maharashtra,4,-64.08,-124.45,150.91,154.01,178.85,False
Minor Pulses,Bharatpur,Rajasthan,4,2.03,167.02,360.59,431.93,619.35,False
Minor Pulses,Bharuch,Gujarat,4,-55.05,-62.94,55.05,67.06,91.83,False
Minor Pulses,Bhatinda,Punjab,4,-232.84,-233.95,234.57,286.82,405.41,False
Minor Pulses,Bhavnagar,Gujarat,4,-53.59,-48.08,53.59,56.2,72.22,False
Minor Pulses,Bhilwara,Rajasthan,4,66.73,93.37,130.06,150.17,197.84,False
Minor Pulses,Bhind,Madhya Pradesh,4,-442.16,-454.28,442.16,505.39,695.42,False
Minor Pulses,Bidar,Karnataka,4,-10.42,-1.02,259.13,267.2,330.68,False
Minor Pulses,Bijapur / Vijayapura,Karnataka,4,110.53,105.55,110.53,130.22,181.41,False
Minor Pulses,Bijnor,Uttar Pradesh,4,230.87,20.09,278.78,492.14,714.13,False
Minor Pulses,Bikaner,Rajasthan,4,-107.85,-113.61,107.85,130.81,185.01,False
Minor Pulses,Bilashpur,Himachal Pradesh,4,-250.02,-196.51,251.95,336.25,495.55,False
Minor Pulses,Bilaspur,Chhattisgarh,4,-149.25,-68.92,149.25,233.44,351.74,False
Minor Pulses,Birbhum,West Bengal,4,-62.58,-14.03,139.18,172.45,247.63,False
Minor Pulses,Bolangir,Orissa,4,-4.61,0.31,6.13,10.54,15.25,False
Minor Pulses,Budaun,Uttar Pradesh,4,250.06,17.45,250.06,477.35,674.46,False
Minor Pulses,Buland Shahar,Uttar Pradesh,4,-5.64,-163.51,343.71,404.0,584.8,False
Minor Pulses,Buldhana,Maharashtra,4,108.4,166.29,239.96,277.88,353.03,False
Minor Pulses,Bundi,Rajasthan,4,71.02,68.35,72.12,91.98,134.97,False
Minor Pulses,Burdwan,West Bengal,4,-17.81,20.75,79.66,100.16,145.59,False
Minor Pulses,Cachar,Assam,4,-293.28,-266.07,293.28,308.15,396.27,False
Minor Pulses,Chamba,Himachal Pradesh,4,-864.35,-1095.77,1119.79,1249.57,1710.98,True
Minor Pulses,Chamoli,Uttarakhand,4,-646.77,-814.85,646.77,750.16,931.63,True
Minor Pulses,Champaran,Bihar,4,159.3,133.73,226.66,287.71,425.5,False
Minor Pulses,Chandrapur,Maharashtra,4,-78.26,-101.2,132.0,141.15,184.99,False
Minor Pulses,Chengalpattu Mgr / Kanchipuram,Tamil Nadu,4,-117.44,-60.25,183.22,250.79,367.83,False
Minor Pulses,Chhatarpur,Madhya Pradesh,4,-485.57,-456.46,485.57,491.8,572.57,False
Minor Pulses,Chhindwara,Madhya Pradesh,4,-317.51,-292.66,317.51,338.05,445.29,False
Minor Pulses,Chickmagalur,Karnataka,4,-18.95,-41.56,117.93,138.48,185.72,False
Minor Pulses,Chitradurga,Karnataka,4,37.54,69.63,114.51,123.32,161.58,False
Minor Pulses,Chittoor,Andhra Pradesh,4,-28.43,-19.22,90.55,108.3,156.95,False
Minor Pulses,Chittorgarh,Rajasthan,4,-92.12,-21.01,92.12,159.86,230.99,False
Minor Pulses,Churu,Rajasthan,4,-21.32,8.39,47.66,71.53,107.34,False
Minor Pulses,Coimbatore,Tamil Nadu,4,-190.51,-210.26,238.38,269.12,375.63,False
Minor Pulses,Cooch Behar,West Bengal,4,-67.43,-61.47,67.43,77.76,111.03,False
Minor Pulses,Cuttack,Orissa,4,-28.89,-25.25,28.89,32.26,45.07,False
Minor Pulses,Dakshina Kannada,Karnataka,4,58.35,52.99,58.35,62.53,82.19,False
Minor Pulses,Damoh,Madhya Pradesh,4,-104.89,-69.33,234.05,295.4,432.41,False
Minor Pulses,Dangs,Gujarat,4,-17.46,13.41,49.22,69.92,104.35,False
Minor Pulses,Darbhanga,Bihar,4,-14.07,-18.54,17.99,20.07,26.92,False
Minor Pulses,Darjeeling,West Bengal,4,-41.44,-76.22,97.02,100.13,120.48,False
Minor Pulses,Darrang,Assam,4,-234.33,-228.2,234.33,238.08,281.66,False
Minor Pulses,Datia,Madhya Pradesh,4,-1.38,-114.39,270.49,323.33,451.55,False
Minor Pulses,Dehradun,Uttarakhand,4,-614.51,-761.91,614.51,713.6,894.45,True
Minor Pulses,Deoria,Uttar Pradesh,4,-40.35,-273.72,415.03,462.21,633.56,False
Minor Pulses,Dewas,Madhya Pradesh,4,57.68,-50.7,270.79,330.66,481.92,False
Minor Pulses,Dhanbad,Jharkhand,4,-381.99,-390.32,556.72,695.42,1001.93,True
Minor Pulses,Dhar,Madhya Pradesh,4,-212.53,-257.01,212.53,239.28,294.96,False
Minor Pulses,Dharwad,Karnataka,4,9.61,-12.14,30.39,41.82,61.17,False
Minor Pulses,Dhenkanal,Orissa,4,-8.86,-1.42,13.64,19.61,28.69,False
Minor Pulses,Dhule,Maharashtra,4,114.5,151.33,162.81,175.94,237.07,False
Minor Pulses,Dibrugarh,Assam,4,-316.9,-312.89,316.9,319.95,365.79,False
Minor Pulses,Dungarpur,Rajasthan,4,-143.19,-187.79,146.61,167.66,202.45,False
Minor Pulses,Durg,Chhattisgarh,4,-149.65,-91.08,257.36,313.28,461.64,False
Minor Pulses,East Godavari,Andhra Pradesh,4,-231.02,-226.22,231.02,247.1,322.53,False
Minor Pulses,Eranakulam,Kerala,4,-439.65,-684.14,689.32,704.26,845.77,True
Minor Pulses,Etah,Uttar Pradesh,4,420.77,224.45,420.77,624.02,933.62,False
Minor Pulses,Etawah,Uttar Pradesh,4,17.63,-192.1,362.8,432.36,624.45,False
Minor Pulses,Faizabad,Uttar Pradesh,4,-12.13,-168.32,327.78,378.49,544.87,False
Minor Pulses,Farrukhabad,Uttar Pradesh,4,160.18,-54.18,325.85,501.11,747.33,False
Minor Pulses,Fatehpur,Uttar Pradesh,4,124.0,-10.69,274.69,388.81,583.6,False
Minor Pulses,Ferozpur,Punjab,4,-206.59,-196.19,206.59,219.94,290.95,False
Minor Pulses,Ganganagar,Rajasthan,4,94.3,117.43,123.17,135.44,185.73,False
Minor Pulses,Ganjam,Orissa,4,3.16,3.33,5.1,5.83,8.17,False
Minor Pulses,Garhwal,Uttarakhand,4,-358.14,-410.06,358.14,425.06,574.29,False
Minor Pulses,Gaya,Bihar,4,53.81,57.44,82.42,93.27,129.64,False
Minor Pulses,Ghazipur,Uttar Pradesh,4,36.05,-259.71,469.09,564.75,811.19,False
Minor Pulses,Goalpara,Assam,4,-205.37,-190.03,205.37,212.21,264.76,False
Minor Pulses,Gonda,Uttar Pradesh,4,64.41,-198.22,368.18,466.82,668.96,False
Minor Pulses,Gorakhpur,Uttar Pradesh,4,-30.34,-235.85,385.49,434.39,605.2,False
Minor Pulses,Gulbarga / Kalaburagi,Karnataka,4,-103.18,-131.74,208.28,236.55,317.73,False
Minor Pulses,Guna,Madhya Pradesh,4,-145.1,-142.9,166.9,198.24,281.41,False
Minor Pulses,Guntur,Andhra Pradesh,4,92.9,12.7,194.02,281.56,426.26,False
Minor Pulses,Gurdaspur,Punjab,4,-246.28,-193.21,246.28,317.1,473.36,False
Minor Pulses,Gurgaon,Haryana,4,-3932.78,-2678.34,4625.77,6382.0,9665.87,True
Minor Pulses,Gwalior,Madhya Pradesh,4,-316.05,-182.08,316.05,474.01,720.5,False
Minor Pulses,Hamirpur,Uttar Pradesh,4,96.76,29.94,264.12,331.67,492.1,False
Minor Pulses,Hardoi,Uttar Pradesh,4,72.39,-113.61,271.92,364.92,533.57,False
Minor Pulses,Hassan,Karnataka,4,-37.13,-38.27,58.94,67.67,94.75,False
Minor Pulses,Hazaribagh,Jharkhand,4,235.49,84.84,292.67,451.8,657.46,False
Minor Pulses,Hissar,Haryana,4,535.85,458.88,792.2,968.11,1410.38,True
Minor Pulses,Hooghly,West Bengal,4,97.75,147.33,223.6,256.47,326.06,False
Minor Pulses,Hoshangabad,Madhya Pradesh,4,-271.29,-196.61,309.87,411.02,603.98,False
Minor Pulses,Hoshiarpur,Punjab,4,-264.23,-216.14,264.23,299.59,426.2,False
Minor Pulses,Howrah,West Bengal,4,-2.05,9.11,69.98,91.24,132.7,False
Minor Pulses,Hyderabad,Telangana,4,-3.88,-21.63,103.53,112.7,149.73,False
Minor Pulses,Indore,Madhya Pradesh,4,-81.34,-149.06,309.11,350.42,474.6,False
Minor Pulses,Jabalpur,Madhya Pradesh,4,-443.75,-453.83,443.75,456.68,555.4,False
Minor Pulses,Jaipur,Rajasthan,4,-98.26,-99.93,136.42,159.37,230.56,False
Minor Pulses,Jaisalmer,Rajasthan,4,-17.85,11.45,95.83,113.49,164.89,False
Minor Pulses,Jalandhar,Punjab,4,-328.06,-100.62,447.9,645.58,962.28,False
Minor Pulses,Jalaun,Uttar Pradesh,4,52.44,-308.71,672.12,818.42,1200.96,True
Minor Pulses,Jalgaon,Maharashtra,4,65.17,65.41,145.53,172.59,251.63,False
Minor Pulses,Jalore,Rajasthan,4,121.93,114.27,121.93,153.11,221.24,False
Minor Pulses,Jalpaiguri,West Bengal,4,-130.33,-124.44,130.33,144.23,198.35,False
Minor Pulses,Jamnagar,Gujarat,4,-55.6,-49.77,98.21,121.48,173.97,False
Minor Pulses,Jaunpur,Uttar Pradesh,4,-125.08,-324.84,521.23,559.5,747.49,True
Minor Pulses,Jhabua,Madhya Pradesh,4,-153.79,-164.36,207.66,243.05,351.46,False
Minor Pulses,Jhalawar,Rajasthan,4,-10.28,-69.9,119.18,135.24,188.2,False
Minor Pulses,Jhansi,Uttar Pradesh,4,116.35,-58.72,295.26,430.81,648.37,False
Minor Pulses,Jhunjhunu,Rajasthan,4,11.32,8.56,179.87,200.01,272.2,False
Minor Pulses,Jind,Haryana,4,-1779.3,455.4,3524.64,5449.11,8148.5,True
Minor Pulses,Jodhpur,Rajasthan,4,-122.02,-104.39,162.42,199.04,287.98,False
Minor Pulses,Junagadh,Gujarat,4,-264.06,-265.91,264.06,339.29,480.45,False
Minor Pulses,Kadapa Ysr,Andhra Pradesh,4,-48.09,-6.43,70.77,107.32,156.28,False
Minor Pulses,Kalahandi,Orissa,4,-4.63,-3.81,6.02,7.48,10.83,False
Minor Pulses,Kamrup,Assam,4,-217.41,-189.06,217.41,241.64,337.94,False
Minor Pulses,Kangra,Himachal Pradesh,4,-797.88,-906.01,860.83,1036.11,1454.67,True
Minor Pulses,Kannur,Kerala,4,-122.26,-221.96,376.83,408.58,540.71,False
Minor Pulses,Kanpur,Uttar Pradesh,4,82.21,-126.6,345.98,467.03,681.77,False
Minor Pulses,Kanyakumari,Tamil Nadu,3,-128.43,-220.5,201.9,213.22,264.1,False
Minor Pulses,Kapurthala,Punjab,4,-306.25,-375.0,756.25,867.92,1232.5,True
Minor Pulses,Karbi Anglong,Assam,4,-180.96,-161.89,180.96,198.82,274.75,False
Minor Pulses,Karimnagar,Telangana,4,-99.68,-100.86,99.68,106.9,138.97,False
Minor Pulses,Karnal,Haryana,4,-5233.2,-3222.22,6750.63,9046.86,13668.61,True
Minor Pulses,Keonjhar,Orissa,4,-20.48,-25.67,21.57,24.48,30.87,False
Minor Pulses,Khammam,Telangana,4,112.46,146.47,131.78,144.98,188.87,False
Minor Pulses,Khandwa / East Nimar,Madhya Pradesh,4,-296.27,-220.76,296.27,377.96,565.78,False
Minor Pulses,Khargone / West Nimar,Madhya Pradesh,4,-153.44,-192.1,190.58,207.24,272.92,False
Minor Pulses,Kheda,Gujarat,4,-51.34,-50.74,51.34,61.96,88.67,False
Minor Pulses,Kheri,Uttar Pradesh,4,29.29,-158.8,345.92,423.4,620.0,False
Minor Pulses,Kinnaur,Himachal Pradesh,4,-809.57,-667.95,1232.04,1514.89,2176.61,True
Minor Pulses,Kodagu / Coorg,Karnataka,4,50.87,13.19,115.8,158.25,238.54,False
Minor Pulses,Kolar,Karnataka,4,162.89,56.33,194.63,307.59,453.9,False
Minor Pulses,Kolhapur,Maharashtra,4,-0.04,-36.16,73.26,87.85,124.79,False
Minor Pulses,Kollam,Kerala,4,-39.67,63.4,341.17,451.38,676.02,False
Minor Pulses,Koraput,Orissa,4,-21.27,-19.97,25.85,30.95,44.04,False
Minor Pulses,Kota,Rajasthan,4,-75.1,-114.41,175.19,200.11,253.18,False
Minor Pulses,Kottayam,Kerala,4,-1458.73,-1493.69,1734.72,2084.19,3045.32,True
Minor Pulses,Kozhikode,Kerala,4,-167.08,-260.6,410.76,440.77,590.35,False
Minor Pulses,Krishna,Andhra Pradesh,4,-97.01,-189.47,221.28,223.73,254.91,False
Minor Pulses,Kullu,Himachal Pradesh,4,-850.93,-1087.33,1082.21,1212.24,1650.73,True
Minor Pulses,Kurnool,Andhra Pradesh,4,-258.94,-192.0,285.58,389.23,589.28,False
Minor Pulses,Kutch,Gujarat,4,-64.55,-50.52,64.55,87.27,131.36,False
Minor Pulses,Lahul & Spiti,Himachal Pradesh,4,951.18,1669.74,2121.72,2210.48,2666.75,True
Minor Pulses,Lakhimpur,Assam,4,-253.37,-254.51,253.37,279.5,378.25,False
Minor Pulses,Lucknow,Uttar Pradesh,4,-115.55,-205.53,356.5,388.14,517.69,False
Minor Pulses,Ludhiana,Punjab,4,-364.62,-370.0,364.62,435.25,618.11,False
Minor Pulses,Madurai,Tamil Nadu,4,-130.11,-205.26,218.39,222.39,265.86,False
Minor Pulses,Mahabubnagar,Telangana,4,-94.97,-103.51,176.12,208.13,290.34,False
Minor Pulses,Mahendragarh / Narnaul,Haryana,4,-1266.6,-627.12,3494.9,3875.63,5373.48,True
Minor Pulses,Mainpuri,Uttar Pradesh,4,267.02,-17.11,420.04,641.43,928.54,False
Minor Pulses,Malappuram,Kerala,4,153.47,404.19,542.89,576.78,720.49,True
Minor Pulses,Malda,West Bengal,4,14.17,37.83,63.82,69.25,93.6,False
Minor Pulses,Mandi,Himachal Pradesh,4,-698.81,-1143.22,1039.37,1060.22,1186.57,True
Minor Pulses,Mandla,Madhya Pradesh,4,-412.94,-464.26,412.94,433.23,516.06,False
Minor Pulses,Mandsaur,Madhya Pradesh,4,-279.79,-221.43,279.79,316.99,439.42,False
