Unnamed: 0,Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),State_en
387,2013,Andhra Pradesh,Guntur,391.92,1340.84,3421.25,0
388,2014,Andhra Pradesh,Guntur,333.74,1298.65,3891.24,0
389,2015,Andhra Pradesh,Guntur,183.64,557.07,3033.49,0
390,2016,Andhra Pradesh,Guntur,194.37,801.72,4124.67,0
391,2017,Andhra Pradesh,Guntur,224.27,936.37,4175.12,0
392,2010,Andhra Pradesh,S.P.S. Nellore,330.44,1202.9,3640.34,0
393,2011,Andhra Pradesh,S.P.S. Nellore,299.61,1193.7,3984.22,0
394,2012,Andhra Pradesh,S.P.S. Nellore,270.94,1098.63,4054.89,0
395,2013,Andhra Pradesh,S.P.S. Nellore,277.55,1113.37,4011.42,0
396,2014,Andhra Pradesh,S.P.S. Nellore,280.73,1123.27,4001.19,0
397,2015,Andhra Pradesh,S.P.S. Nellore,305.12,1357.59,4449.4,0
398,2016,Andhra Pradesh,S.P.S. Nellore,219.86,919.78,4183.55,0
399,2017,Andhra Pradesh,S.P.S. Nellore,242.52,1105.54,4558.52,0
400,2010,Andhra Pradesh,Kurnool,162.16,480.21,2961.26,0
401,2011,Andhra Pradesh,Kurnool,125.68,448.24,3566.47,0
402,2012,Andhra Pradesh,Kurnool,97.75,367.26,3757.06,0
403,2013,Andhra Pradesh,Kurnool,147.06,543.56,3696.13,0
404,2014,Andhra Pradesh,Kurnool,131.75,509.21,3865.01,0
405,2015,Andhra Pradesh,Kurnool,62.69,200.17,3192.9,0
406,2016,Andhra Pradesh,Kurnool,115.13,457.91,3977.44,0
407,2017,Andhra Pradesh,Kurnool,109.67,391.52,3570.06,0
408,2010,Andhra Pradesh,Ananthapur,59.8,171.4,2866.22,0
409,2011,Andhra Pradesh,Ananthapur,48.67,120.07,2467.02,0
410,2012,Andhra Pradesh,Ananthapur,29.05,76.45,2631.67,0
411,2013,Andhra Pradesh,Ananthapur,40.4,87.94,2176.73,0
412,2014,Andhra Pradesh,Ananthapur,29.21,82.53,2825.4,0
413,2015,Andhra Pradesh,Ananthapur,33.62,97.65,2904.52,0
414,2016,Andhra Pradesh,Ananthapur,22.89,57.43,2509.33,0
415,2017,Andhra Pradesh,Ananthapur,30.91,86.36,2793.52,0
416,2010,Andhra Pradesh,Kadapa YSR,70.38,129.55,1840.72,0
417,2011,Andhra Pradesh,Kadapa YSR,53.9,158.66,2943.6,0
418,2012,Andhra Pradesh,Kadapa YSR,30.75,80.8,2627.64,0
419,2013,Andhra Pradesh,Kadapa YSR,62.71,178.29,2843.09,0
420,2014,Andhra Pradesh,Kadapa YSR,45.89,165.84,3613.86,0
421,2015,Andhra Pradesh,Kadapa YSR,40.26,123.13,3058.37,0
422,2016,Andhra Pradesh,Kadapa YSR,50.33,165.64,3291.14,0
423,2017,Andhra Pradesh,Kadapa YSR,54.98,139.76,2542.13,0
424,2010,Andhra Pradesh,Chittoor,61.58,185.14,3006.5,0
425,2011,Andhra Pradesh,Chittoor,51.11,168.93,3305.22,0
426,2012,Andhra Pradesh,Chittoor,47.51,171.41,3607.87,0
427,2013,Andhra Pradesh,Chittoor,49.86,169.02,3389.89,0
428,2014,Andhra Pradesh,Chittoor,40.97,132.42,3232.12,0
429,2015,Andhra Pradesh,Chittoor,88.15,334.55,3795.24,0
430,2016,Andhra Pradesh,Chittoor,46.7,170.2,3644.56,0
431,2017,Andhra Pradesh,Chittoor,64.81,246.15,3797.99,0
432,2010,Telangana,Hyderabad,52.36,136.1,2599.31,16
433,2011,Telangana,Hyderabad,43.67,103.1,2360.89,16
434,2012,Telangana,Hyderabad,40.91,98.4,2405.28,16
435,2013,Telangana,Hyderabad,45.04,102.87,2283.97,16
436,2014,Telangana,Hyderabad,34.88,91.21,2614.97,16
437,2015,Telangana,Hyderabad,24.28,61.41,2529.24,16
438,2016,Telangana,Hyderabad,41.22,117.83,2858.43,16
439,2017,Telangana,Hyderabad,50.34,150.2,2983.71,16
440,2010,Telangana,Nizamabad,221.62,844.24,3809.4,16
441,2011,Telangana,Nizamabad,259.81,972.2,3741.97,16
442,2012,Telangana,Nizamabad,192.96,736.19,3815.25,16
443,2013,Telangana,Nizamabad,260.81,1044.19,4003.64,16
444,2014,Telangana,Nizamabad,169.27,620.53,3665.92,16
445,2015,Telangana,Nizamabad,98.03,262.79,2680.71,16
446,2016,Telangana,Nizamabad,265.97,1067.01,4011.74,16
447,2017,Telangana,Nizamabad,267.21,968.95,3626.14,16
448,2010,Telangana,Medak,144.56,514.92,3561.98,16
449,2011,Telangana,Medak,137.03,406.96,2969.86,16
450,2012,Telangana,Medak,110.36,372.6,3376.22,16
451,2013,Telangana,Medak,170.97,624.49,3652.63,16
452,2014,Telangana,Medak,110.89,363.08,3274.24,16
453,2015,Telangana,Medak,84.17,239.78,2848.76,16
454,2016,Telangana,Medak,160.77,596.06,3707.62,16
455,2017,Telangana,Medak,180.79,615.82,3406.18,16
456,2010,Telangana,Mahabubnagar,196.7,545.77,2774.63,16
457,2011,Telangana,Mahabubnagar,172.07,396.56,2304.64,16
458,2012,Telangana,Mahabubnagar,142.03,380.5,2679.01,16
459,2013,Telangana,Mahabubnagar,168.63,478.7,2838.76,16
460,2014,Telangana,Mahabubnagar,160.77,418.1,2600.61,16
461,2015,Telangana,Mahabubnagar,96.28,215.02,2233.28,16
462,2016,Telangana,Mahabubnagar,143.31,386.46,2696.59,16
463,2017,Telangana,Mahabubnagar,170.82,420.07,2459.12,16
464,2010,Telangana,Nalgonda,405.32,1323.71,3265.84,16
465,2011,Telangana,Nalgonda,327.76,963.8,2940.57,16
466,2012,Telangana,Nalgonda,208.52,683.87,3279.64,16
467,2013,Telangana,Nalgonda,393.74,1205.29,3061.13,16
468,2014,Telangana,Nalgonda,323.38,1041.36,3220.24,16
469,2015,Telangana,Nalgonda,212.73,620.45,2916.61,16
470,2016,Telangana,Nalgonda,356.25,1256.43,3526.82,16
471,2017,Telangana,Nalgonda,415.25,1380.74,3325.09,16
472,2010,Telangana,Warangal,268.06,860.41,3209.77,16
473,2011,Telangana,Warangal,224.35,573.94,2558.23,16
474,2012,Telangana,Warangal,209.71,689.02,3285.58,16
475,2013,Telangana,Warangal,254.85,800.52,3141.14,16
476,2014,Telangana,Warangal,142.01,437.44,3080.35,16
477,2015,Telangana,Warangal,181.07,572.94,3164.19,16
478,2016,Telangana,Warangal,275.02,973.41,3539.43,16
479,2017,Telangana,Warangal,269.29,783.31,2908.75,16
480,2010,Telangana,Khammam,218.25,704.07,3225.98,16
481,2011,Telangana,Khammam,165.31,411.69,2490.41,16
482,2012,Telangana,Khammam,153.84,473.08,3075.14,16
483,2013,Telangana,Khammam,191.78,575.28,2999.69,16
484,2014,Telangana,Khammam,145.71,456.18,3130.74,16
485,2015,Telangana,Khammam,121.72,369.34,3034.34,16
486,2016,Telangana,Khammam,121.0,445.76,3683.86,16
487,2017,Telangana,Khammam,161.32,512.4,3176.26,16
488,2010,Telangana,Karimnagar,381.52,1351.86,3543.35,16
489,2011,Telangana,Karimnagar,343.38,1120.05,3261.84,16
490,2012,Telangana,Karimnagar,289.43,1026.88,3547.94,16
491,2013,Telangana,Karimnagar,417.91,1500.84,3591.3,16
492,2014,Telangana,Karimnagar,278.43,990.96,3559.1,16
493,2015,Telangana,Karimnagar,170.4,553.96,3250.94,16
494,2016,Telangana,Karimnagar,369.13,1457.37,3948.09,16
495,2017,Telangana,Karimnagar,353.68,1182.07,3342.24,16
496,2010,Telangana,Adilabad,90.55,255.15,2817.78,16
497,2011,Telangana,Adilabad,76.17,199.33,2616.91,16
498,2012,Telangana,Adilabad,70.75,187.27,2646.93,16
499,2013,Telangana,Adilabad,90.69,248.91,2744.62,16
500,2014,Telangana,Adilabad,50.08,126.13,2518.57,16
501,2015,Telangana,Adilabad,57.5,151.6,2636.52,16
502,2016,Telangana,Adilabad,95.89,298.74,3115.42,16
503,2017,Telangana,Adilabad,93.67,249.88,2667.68,16
504,2010,Karnataka,Bangalore,12.06,32.09,2660.86,8
505,2011,Karnataka,Bangalore,11.08,32.5,2933.21,8
506,2012,Karnataka,Bangalore,8.92,22.85,2561.66,8
507,2013,Karnataka,Bangalore,7.75,21.56,2781.94,8
508,2014,Karnataka,Bangalore,6.84,18.35,2682.75,8
509,2015,Karnataka,Bangalore,5.97,14.64,2452.26,8
510,2016,Karnataka,Bangalore,4.96,9.26,1866.88,8
511,2017,Karnataka,Bangalore,5.24,15.46,2950.57,8
512,2010,Karnataka,Kolar,19.25,48.94,2542.34,8
513,2011,Karnataka,Kolar,10.82,27.11,2505.55,8
514,2012,Karnataka,Kolar,7.2,17.76,2466.67,8
515,2013,Karnataka,Kolar,4.08,9.49,2325.98,8
516,2014,Karnataka,Kolar,1.15,2.8,2434.78,8
517,2015,Karnataka,Kolar,1.73,4.23,2445.09,8
518,2016,Karnataka,Kolar,2.64,5.88,2229.72,8
519,2017,Karnataka,Kolar,1.69,5.46,3233.55,8
520,2010,Karnataka,Tumkur,34.58,98.43,2846.44,8
521,2011,Karnataka,Tumkur,28.44,79.64,2800.28,8
522,2012,Karnataka,Tumkur,14.89,37.72,2533.24,8
523,2013,Karnataka,Tumkur,13.04,38.49,2951.69,8
524,2014,Karnataka,Tumkur,9.51,26.93,2831.76,8
525,2015,Karnataka,Tumkur,10.38,29.25,2817.92,8
526,2016,Karnataka,Tumkur,10.76,26.21,2434.88,8
527,2017,Karnataka,Tumkur,4.86,12.29,2529.02,8
528,2010,Karnataka,Mysore,143.53,441.19,3073.85,8
529,2011,Karnataka,Mysore,136.45,431.65,3163.43,8
530,2012,Karnataka,Mysore,102.1,325.11,3184.23,8
531,2013,Karnataka,Mysore,117.83,407.47,3458.12,8
532,2014,Karnataka,Mysore,117.04,395.0,3374.91,8
533,2015,Karnataka,Mysore,107.4,366.09,3408.66,8
534,2016,Karnataka,Mysore,72.46,204.8,2826.23,8
535,2017,Karnataka,Mysore,68.14,210.73,3092.59,8
536,2010,Karnataka,Mandya,81.04,277.06,3418.81,8
537,2011,Karnataka,Mandya,74.16,251.64,3393.2,8
538,2012,Karnataka,Mandya,49.95,155.66,3116.32,8
539,2013,Karnataka,Mandya,65.62,229.15,3492.08,8
540,2014,Karnataka,Mandya,66.52,245.46,3690.02,8
541,2015,Karnataka,Mandya,58.49,214.38,3665.24,8
542,2016,Karnataka,Mandya,43.66,113.68,2603.46,8
543,2017,Karnataka,Mandya,33.85,100.51,2969.07,8
544,2010,Karnataka,Hassan,51.75,149.23,2883.67,8
545,2011,Karnataka,Hassan,48.87,120.86,2473.09,8
546,2012,Karnataka,Hassan,49.29,107.78,2186.65,8
547,2013,Karnataka,Hassan,51.8,158.59,3061.58,8
548,2014,Karnataka,Hassan,48.07,146.29,3043.27,8
549,2015,Karnataka,Hassan,42.82,117.08,2734.24,8
550,2016,Karnataka,Hassan,26.1,53.23,2039.43,8
551,2017,Karnataka,Hassan,21.63,70.09,3241.2,8
552,2010,Karnataka,Shimoge,132.39,366.59,2769.02,8
553,2011,Karnataka,Shimoge,128.98,376.58,2919.68,8
554,2012,Karnataka,Shimoge,123.31,328.9,2667.26,8
555,2013,Karnataka,Shimoge,124.62,380.81,3055.77,8
556,2014,Karnataka,Shimoge,121.87,370.01,3036.1,8
557,2015,Karnataka,Shimoge,110.03,286.76,2606.2,8
558,2016,Karnataka,Shimoge,104.44,218.6,2092.95,8
559,2017,Karnataka,Shimoge,93.52,235.1,2513.97,8
560,2010,Karnataka,Chickmagalur,44.06,115.48,2620.97,8
561,2011,Karnataka,Chickmagalur,45.38,116.76,2572.94,8
562,2012,Karnataka,Chickmagalur,37.99,87.47,2302.45,8
563,2013,Karnataka,Chickmagalur,41.05,112.1,2730.82,8
564,2014,Karnataka,Chickmagalur,40.34,105.3,2610.31,8
565,2015,Karnataka,Chickmagalur,33.04,88.32,2673.12,8
566,2016,Karnataka,Chickmagalur,29.93,71.84,2400.32,8
567,2017,Karnataka,Chickmagalur,26.9,64.63,2402.86,8
568,2010,Karnataka,Chitradurga,156.47,532.01,3400.08,8
569,2011,Karnataka,Chitradurga,151.32,516.96,3416.34,8
570,2012,Karnataka,Chitradurga,120.43,395.38,3283.07,8
571,2013,Karnataka,Chitradurga,129.79,456.33,3515.91,8
572,2014,Karnataka,Chitradurga,138.71,504.16,3634.63,8
573,2015,Karnataka,Chitradurga,99.56,371.56,3732.02,8
574,2016,Karnataka,Chitradurga,78.72,252.25,3204.37,8
575,2017,Karnataka,Chitradurga,65.99,248.3,3762.79,8
576,2010,Karnataka,Bellary,130.68,462.98,3542.85,8
577,2011,Karnataka,Bellary,116.17,410.63,3534.73,8
578,2012,Karnataka,Bellary,109.15,387.78,3552.73,8
579,2013,Karnataka,Bellary,110.55,418.62,3786.7,8
580,2014,Karnataka,Bellary,118.64,408.13,3440.07,8
581,2015,Karnataka,Bellary,93.67,341.44,3645.14,8
582,2016,Karnataka,Bellary,87.01,337.8,3882.34,8
583,2017,Karnataka,Bellary,101.93,388.34,3809.74,8
584,2010,Karnataka,Dharwad,81.43,133.81,1643.25,8
585,2011,Karnataka,Dharwad,77.22,137.78,1784.25,8
586,2012,Karnataka,Dharwad,79.78,74.7,936.32,8
587,2013,Karnataka,Dharwad,73.73,155.57,2110.0,8
588,2014,Karnataka,Dharwad,68.9,157.35,2283.74,8
589,2015,Karnataka,Dharwad,70.59,67.57,957.22,8
590,2016,Karnataka,Dharwad,59.82,56.76,948.88,8
591,2017,Karnataka,Dharwad,52.59,74.86,1423.5,8
592,2010,Karnataka,Belgaum,68.47,135.88,1984.52,8
593,2011,Karnataka,Belgaum,68.31,132.5,1939.69,8
594,2012,Karnataka,Belgaum,63.7,95.08,1492.62,8
595,2013,Karnataka,Belgaum,58.67,123.84,2110.79,8
596,2014,Karnataka,Belgaum,59.94,176.69,2947.78,8
597,2015,Karnataka,Belgaum,61.23,40.8,666.34,8
598,2016,Karnataka,Belgaum,65.59,123.76,1886.84,8
599,2017,Karnataka,Belgaum,64.58,148.63,2301.29,8
600,2010,Karnataka,Bijapur / Vijayapura,0.21,0.59,2809.52,8
601,2011,Karnataka,Bijapur / Vijayapura,0.18,0.47,2611.11,8
602,2012,Karnataka,Bijapur / Vijayapura,0.15,0.38,2533.33,8
603,2013,Karnataka,Bijapur / Vijayapura,0.1,0.31,3100.0,8
604,2014,Karnataka,Bijapur / Vijayapura,0.08,0.23,2875.0,8
605,2015,Karnataka,Bijapur / Vijayapura,0.08,0.23,2875.0,8
606,2016,Karnataka,Bijapur / Vijayapura,0.03,0.09,2774.19,8
607,2017,Karnataka,Bijapur / Vijayapura,0.03,0.09,2866.67,8
608,2010,Karnataka,Bidar,4.93,3.87,784.99,8
609,2011,Karnataka,Bidar,6.49,4.46,687.21,8
610,2012,Karnataka,Bidar,4.94,4.88,987.85,8
611,2013,Karnataka,Bidar,3.57,5.54,1551.82,8
612,2014,Karnataka,Bidar,2.06,1.99,966.02,8
613,2015,Karnataka,Bidar,1.55,1.32,851.61,8
614,2016,Karnataka,Bidar,0.52,0.63,1198.1,8
615,2017,Karnataka,Bidar,1.02,1.9,1864.44,8
616,2010,Karnataka,Raichur,252.89,787.56,3114.24,8
617,2011,Karnataka,Raichur,218.77,660.4,3018.7,8
618,2012,Karnataka,Raichur,228.59,735.3,3216.68,8
619,2013,Karnataka,Raichur,254.24,836.0,3288.23,8
620,2014,Karnataka,Raichur,237.74,733.65,3085.93,8
621,2015,Karnataka,Raichur,166.0,527.46,3177.47,8
622,2016,Karnataka,Raichur,169.29,631.06,3727.77,8
623,2017,Karnataka,Raichur,167.4,546.61,3265.36,8
624,2010,Karnataka,Gulbarga / Kalaburagi,100.31,205.31,2046.76,8
625,2011,Karnataka,Gulbarga / Kalaburagi,73.06,139.12,1904.19,8
626,2012,Karnataka,Gulbarga / Kalaburagi,67.09,90.94,1355.49,8
627,2013,Karnataka,Gulbarga / Kalaburagi,74.68,147.94,1980.99,8
628,2014,Karnataka,Gulbarga / Kalaburagi,87.77,225.47,2568.87,8
629,2015,Karnataka,Gulbarga / Kalaburagi,53.56,108.01,2016.62,8
630,2016,Karnataka,Gulbarga / Kalaburagi,96.88,322.59,3329.87,8
631,2017,Karnataka,Gulbarga / Kalaburagi,113.28,362.88,3203.49,8
632,2010,Karnataka,Dakshina Kannada,110.97,261.18,2353.61,8
633,2011,Karnataka,Dakshina Kannada,110.5,268.07,2425.97,8
634,2012,Karnataka,Dakshina Kannada,105.81,268.86,2540.97,8
635,2013,Karnataka,Dakshina Kannada,106.93,288.23,2695.5,8
636,2014,Karnataka,Dakshina Kannada,101.9,270.35,2653.09,8
637,2015,Karnataka,Dakshina Kannada,98.3,253.36,2577.42,8
638,2016,Karnataka,Dakshina Kannada,87.13,247.02,2835.18,8
639,2017,Karnataka,Dakshina Kannada,80.26,233.13,2904.74,8
640,2010,Karnataka,Uttara Kannada,79.02,150.72,1907.37,8
641,2011,Karnataka,Uttara Kannada,75.75,155.4,2051.49,8
642,2012,Karnataka,Uttara Kannada,74.28,150.07,2020.33,8
643,2013,Karnataka,Uttara Kannada,69.97,170.32,2434.19,8
644,2014,Karnataka,Uttara Kannada,68.51,152.7,2228.87,8
645,2015,Karnataka,Uttara Kannada,67.34,111.64,1657.86,8
646,2016,Karnataka,Uttara Kannada,66.67,130.86,1962.86,8
647,2017,Karnataka,Uttara Kannada,62.87,124.24,1976.12,8
648,2010,Karnataka,Kodagu / Coorg,35.44,93.45,2636.85,8
649,2011,Karnataka,Kodagu / Coorg,34.22,93.23,2724.43,8
650,2012,Karnataka,Kodagu / Coorg,31.37,77.78,2479.44,8
651,2013,Karnataka,Kodagu / Coorg,32.03,92.21,2878.86,8
652,2014,Karnataka,Kodagu / Coorg,30.96,86.9,2806.85,8
653,2015,Karnataka,Kodagu / Coorg,28.34,76.49,2699.01,8
654,2016,Karnataka,Kodagu / Coorg,27.93,67.9,2431.41,8
655,2017,Karnataka,Kodagu / Coorg,27.17,64.26,2364.95,8
656,2010,Tamil Nadu,Chengalpattu MGR / Kanchipuram,178.96,628.84,3513.86,15
657,2011,Tamil Nadu,Chengalpattu MGR / Kanchipuram,169.64,708.45,4176.2,15
658,2012,Tamil Nadu,Chengalpattu MGR / Kanchipuram,156.12,645.34,4133.62,15
659,2013,Tamil Nadu,Chengalpattu MGR / Kanchipuram,181.39,843.36,4649.43,15
660,2014,Tamil Nadu,Chengalpattu MGR / Kanchipuram,158.23,716.1,4525.69,15
661,2015,Tamil Nadu,Chengalpattu MGR / Kanchipuram,199.14,748.5,3758.66,15
662,2016,Tamil Nadu,Chengalpattu MGR / Kanchipuram,169.58,585.18,3450.65,15
663,2017,Tamil Nadu,Chengalpattu MGR / Kanchipuram,193.22,807.43,4178.74,15
664,2010,Tamil Nadu,South Arcot / Cuddalore,265.75,813.52,3061.22,15
665,2011,Tamil Nadu,South Arcot / Cuddalore,250.84,719.86,2869.8,15
666,2012,Tamil Nadu,South Arcot / Cuddalore,227.55,735.82,3233.66,15
667,2013,Tamil Nadu,South Arcot / Cuddalore,297.93,1362.57,4573.46,15
668,2014,Tamil Nadu,South Arcot / Cuddalore,306.16,1474.55,4816.27,15
669,2015,Tamil Nadu,South Arcot / Cuddalore,322.29,1280.44,3972.94,15
670,2016,Tamil Nadu,South Arcot / Cuddalore,314.21,1233.22,3924.87,15
671,2017,Tamil Nadu,South Arcot / Cuddalore,294.85,1267.83,4299.84,15
672,2010,Tamil Nadu,North Arcot / Vellore,168.71,510.52,3026.02,15
673,2011,Tamil Nadu,North Arcot / Vellore,101.93,453.75,4451.58,15
674,2012,Tamil Nadu,North Arcot / Vellore,127.48,478.31,3752.04,15
675,2013,Tamil Nadu,North Arcot / Vellore,122.0,551.9,4523.77,15
677,2015,Tamil Nadu,North Arcot / Vellore,190.65,752.96,3949.44,15
678,2016,Tamil Nadu,North Arcot / Vellore,183.45,737.75,4021.55,15
679,2017,Tamil Nadu,North Arcot / Vellore,216.65,959.42,4428.49,15
680,2010,Tamil Nadu,Salem,86.56,365.08,4217.65,15
681,2011,Tamil Nadu,Salem,83.06,380.75,4584.04,15
682,2012,Tamil Nadu,Salem,48.23,199.06,4127.31,15
685,2015,Tamil Nadu,Salem,92.85,434.67,4681.42,15
686,2016,Tamil Nadu,Salem,80.0,374.14,4676.96,15
688,2010,Tamil Nadu,Coimbatore,101.47,242.76,2392.48,15
689,2011,Tamil Nadu,Coimbatore,100.52,369.22,3672.92,15
690,2012,Tamil Nadu,Coimbatore,85.87,248.58,2894.67,15
691,2013,Tamil Nadu,Coimbatore,78.57,151.73,1931.27,15
692,2014,Tamil Nadu,Coimbatore,74.8,320.06,4278.88,15
693,2015,Tamil Nadu,Coimbatore,80.98,291.01,3593.32,15
694,2016,Tamil Nadu,Coimbatore,70.87,265.71,3749.48,15
695,2017,Tamil Nadu,Coimbatore,90.17,195.35,2166.46,15
696,2010,Tamil Nadu,Tiruchirapalli / Trichy,150.38,598.76,3981.63,15
697,2011,Tamil Nadu,Tiruchirapalli / Trichy,144.77,638.76,4412.36,15
698,2012,Tamil Nadu,Tiruchirapalli / Trichy,85.54,259.44,3032.89,15
701,2015,Tamil Nadu,Tiruchirapalli / Trichy,137.32,601.54,4380.47,15
702,2016,Tamil Nadu,Tiruchirapalli / Trichy,123.55,529.5,4285.73,15
703,2017,Tamil Nadu,Tiruchirapalli / Trichy,99.63,476.51,4782.99,15
704,2010,Tamil Nadu,Thanjavur,496.12,1140.85,2299.56,15
705,2011,Tamil Nadu,Thanjavur,450.12,1813.04,4027.91,15
706,2012,Tamil Nadu,Thanjavur,450.22,834.93,1854.48,15
707,2013,Tamil Nadu,Thanjavur,507.5,2316.46,4564.48,15
708,2014,Tamil Nadu,Thanjavur,543.51,2195.63,4039.75,15
709,2015,Tamil Nadu,Thanjavur,548.65,1696.83,3092.72,15
710,2016,Tamil Nadu,Thanjavur,541.98,1356.07,2502.07,15
711,2017,Tamil Nadu,Thanjavur,520.25,1840.14,3537.05,15
712,2010,Tamil Nadu,Madurai,94.77,432.12,4559.67,15
714,2012,Tamil Nadu,Madurai,37.82,143.45,3792.97,15
715,2013,Tamil Nadu,Madurai,52.0,240.54,4625.77,15
716,2014,Tamil Nadu,Madurai,73.63,340.08,4618.77,15
717,2015,Tamil Nadu,Madurai,85.6,354.99,4147.08,15
718,2016,Tamil Nadu,Madurai,77.18,313.06,4056.26,15
719,2017,Tamil Nadu,Madurai,36.78,171.29,4656.49,15
720,2010,Tamil Nadu,Ramananthapuram,245.9,536.94,2183.57,15
721,2011,Tamil Nadu,Ramananthapuram,242.4,866.89,3576.28,15
722,2012,Tamil Nadu,Ramananthapuram,210.11,239.34,1139.12,15
723,2013,Tamil Nadu,Ramananthapuram,196.9,148.16,752.46,15
724,2014,Tamil Nadu,Ramananthapuram,201.57,729.45,3618.84,15
725,2015,Tamil Nadu,Ramananthapuram,212.4,593.55,2794.49,15
726,2016,Tamil Nadu,Ramananthapuram,215.67,446.92,2072.3,15
727,2017,Tamil Nadu,Ramananthapuram,217.34,438.45,2017.36,15
728,2010,Tamil Nadu,Thirunelveli,99.77,441.26,4422.77,15
729,2011,Tamil Nadu,Thirunelveli,121.6,441.97,3634.62,15
730,2012,Tamil Nadu,Thirunelveli,51.63,207.05,4010.27,15
733,2015,Tamil Nadu,Thirunelveli,117.07,563.01,4809.17,15
734,2016,Tamil Nadu,Thirunelveli,48.44,179.75,3710.76,15
735,2017,Tamil Nadu,Thirunelveli,77.0,355.16,4612.54,15
736,2010,Tamil Nadu,The Nilgiris,0.39,1.4,3589.74,15
737,2011,Tamil Nadu,The Nilgiris,0.4,1.65,4125.0,15
738,2012,Tamil Nadu,The Nilgiris,0.29,1.15,3965.52,15
739,2013,Tamil Nadu,The Nilgiris,0.33,1.42,4303.03,15
741,2015,Tamil Nadu,The Nilgiris,0.32,1.42,4437.5,15
742,2016,Tamil Nadu,The Nilgiris,0.24,1.04,4292.18,15
743,2017,Tamil Nadu,The Nilgiris,0.24,0.92,3853.56,15
744,2010,Tamil Nadu,Kanyakumari,16.99,80.39,4731.61,15
746,2012,Tamil Nadu,Kanyakumari,12.41,57.88,4663.98,15
749,2015,Tamil Nadu,Kanyakumari,12.96,55.79,4304.78,15
750,2016,Tamil Nadu,Kanyakumari,12.16,48.67,4003.78,15
751,2017,Tamil Nadu,Kanyakumari,9.63,33.03,3431.03,15
752,2010,Maharashtra,Bombay,0.0,0.0,0.0,11
753,2011,Maharashtra,Bombay,0.0,0.0,0.0,11
754,2012,Maharashtra,Bombay,0.0,0.0,0.0,11
755,2016,Maharashtra,Bombay,0.0,0.0,0.0,11
756,2010,Maharashtra,Thane,138.3,280.58,2028.78,11
757,2011,Maharashtra,Thane,140.4,343.98,2450.0,11
758,2012,Maharashtra,Thane,139.6,362.94,2599.86,11
759,2013,Maharashtra,Thane,139.6,334.0,2392.55,11
760,2014,Maharashtra,Thane,132.8,328.7,2475.15,11
761,2015,Maharashtra,Thane,133.9,306.5,2289.02,11
762,2016,Maharashtra,Thane,132.7,375.3,2828.18,11
763,2017,Maharashtra,Thane,132.68,246.3,1856.37,11
764,2010,Maharashtra,Raigad,126.2,299.08,2369.89,11
765,2011,Maharashtra,Raigad,126.8,306.16,2414.51,11
766,2012,Maharashtra,Raigad,127.9,333.33,2606.18,11
767,2013,Maharashtra,Raigad,127.9,365.9,2860.83,11
768,2014,Maharashtra,Raigad,125.3,350.8,2799.68,11
769,2015,Maharashtra,Raigad,115.6,339.9,2940.31,11
770,2016,Maharashtra,Raigad,113.3,309.1,2728.16,11
771,2017,Maharashtra,Raigad,114.24,310.8,2720.66,11
772,2010,Maharashtra,Ratnagiri,156.0,430.11,2757.12,11
773,2011,Maharashtra,Ratnagiri,155.5,437.44,2813.12,11
774,2012,Maharashtra,Ratnagiri,150.7,428.18,2841.27,11
775,2013,Maharashtra,Ratnagiri,148.9,451.6,3032.91,11
776,2014,Maharashtra,Ratnagiri,142.5,448.3,3145.96,11
777,2015,Maharashtra,Ratnagiri,138.2,370.2,2678.73,11
778,2016,Maharashtra,Ratnagiri,139.34,445.3,3195.78,11
779,2017,Maharashtra,Ratnagiri,139.25,430.7,3093.02,11
780,2010,Maharashtra,Nasik,59.1,24.03,406.6,11
781,2011,Maharashtra,Nasik,62.9,77.8,1236.88,11
782,2012,Maharashtra,Nasik,67.9,80.79,1189.84,11
783,2013,Maharashtra,Nasik,72.6,93.3,1285.12,11
784,2014,Maharashtra,Nasik,71.2,86.7,1217.7,11
785,2015,Maharashtra,Nasik,69.6,101.1,1452.59,11
786,2016,Maharashtra,Nasik,71.9,145.8,2027.82,11
787,2017,Maharashtra,Nasik,72.5,153.6,2118.62,11
788,2010,Maharashtra,Dhule,28.4,31.38,1104.93,11
789,2011,Maharashtra,Dhule,27.3,37.0,1355.31,11
790,2012,Maharashtra,Dhule,27.2,35.76,1314.71,11
791,2013,Maharashtra,Dhule,30.2,30.0,993.38,11
792,2014,Maharashtra,Dhule,18.3,9.0,491.8,11
793,2015,Maharashtra,Dhule,21.2,20.0,943.4,11
794,2016,Maharashtra,Dhule,31.7,39.9,1258.68,11
795,2017,Maharashtra,Dhule,33.6,44.2,1315.48,11
796,2010,Maharashtra,Jalgaon,0.0,0.0,0.0,11
797,2011,Maharashtra,Jalgaon,0.2,0.3,1500.0,11
798,2012,Maharashtra,Jalgaon,0.03,0.0,0.0,11
799,2013,Maharashtra,Jalgaon,0.0,0.0,0.0,11
800,2014,Maharashtra,Jalgaon,0.0,0.0,0.0,11
801,2015,Maharashtra,Jalgaon,0.0,0.0,0.0,11
802,2016,Maharashtra,Jalgaon,0.0,0.0,0.0,11
803,2017,Maharashtra,Jalgaon,0.0,0.0,0.0,11
