district_id,state,district,year,preseason_rainfall_mm,preseason_rainfall_normal_mm,preseason_rainfall_anomaly_pct,preseason_temp_mean_c,preseason_temp_max_c,preseason_temp_min_c,preseason_temp_anomaly_c,preseason_soil_moisture_index,preseason_dry_spell_days,rainfall_lag1_annual_mm,irrigation_ratio_lag1,source_id
MAH_RAI_097,Maharashtra,Raigad,1995,109.39,92.94,17.7,30.5,39.05,20.85,-0.54,0.3767,23,283.92,0.3056,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,1996,95.41,92.94,2.66,31.15,39.83,21.37,0.11,0.359,28,379.9,0.3021,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,1997,86.57,92.94,-6.86,31.12,39.79,21.35,0.07,0.3465,31,434.47,0.3236,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,1998,86.94,92.94,-6.46,31.54,40.28,21.69,0.49,0.3437,32,261.48,0.3231,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,1999,79.17,92.94,-14.82,30.52,39.06,20.89,-0.52,0.3321,31,542.23,0.3273,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2000,86.02,92.94,-7.44,30.68,39.24,21.02,-0.37,0.3365,30,441.86,0.3271,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2001,95.83,92.94,3.11,30.76,39.32,21.1,-0.29,0.3444,27,319.62,0.3266,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2002,83.86,92.94,-9.77,30.48,38.98,20.88,-0.57,0.3294,30,483.79,0.3259,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2003,87.85,92.94,-5.48,30.7,39.23,21.07,-0.34,0.3322,29,505.73,0.3178,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2004,80.32,92.94,-13.58,31.02,39.6,21.34,-0.02,0.3235,32,607.61,0.3418,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2005,92.39,92.94,-0.59,31.74,40.46,21.93,0.7,0.3366,31,752.45,0.3374,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2006,95.09,92.94,2.31,31.63,40.31,21.85,0.59,0.3404,30,534.81,0.3577,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2007,84.45,92.94,-9.13,31.07,39.63,21.41,0.03,0.3306,31,467.54,0.3412,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2008,90.42,92.94,-2.71,31.93,40.66,22.11,0.88,0.3394,31,387.94,0.343,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2009,91.11,92.94,-1.97,31.24,39.82,21.56,0.19,0.3429,30,256.42,0.3432,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2010,101.92,92.94,9.66,31.42,40.14,21.61,0.38,0.3617,27,301.47,0.3404,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2011,94.99,92.94,2.2,30.12,38.55,20.58,-0.93,0.3537,26,345.23,0.3376,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2012,95.06,92.94,2.28,31.14,39.68,21.5,0.09,0.3418,28,504.17,0.3691,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2013,96.3,92.94,3.62,30.32,38.83,20.7,-0.73,0.3666,26,352.66,0.36,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2014,78.39,92.94,-15.65,31.53,40.07,21.9,0.49,0.2963,34,429.57,0.3667,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2015,75.93,92.94,-18.31,31.66,40.2,22.02,0.62,0.2952,34,362.11,0.3588,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2016,110.04,92.94,18.4,31.58,40.19,21.87,0.53,0.3994,25,409.43,0.3877,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAI_097,Maharashtra,Raigad,2017,90.25,92.94,-2.9,31.65,40.33,21.87,0.6,0.3456,31,421.73,0.3706,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1966,91.5,85.5,7.02,30.2,38.8,20.51,-0.29,0.3699,25,453.29,0.2104,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1967,83.08,85.5,-2.83,30.52,39.17,20.77,0.03,0.3601,29,500.55,0.2305,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1968,92.92,85.5,8.68,30.61,39.27,20.85,0.12,0.3709,26,478.73,0.2339,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1969,85.77,85.5,0.31,29.91,38.43,20.3,-0.57,0.3611,26,379.46,0.2288,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1970,88.54,85.5,3.55,29.66,38.11,20.11,-0.83,0.3622,25,534.33,0.2293,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1971,89.75,85.5,4.97,30.96,39.66,21.16,0.48,0.361,28,193.75,0.2299,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1972,84.62,85.5,-1.03,30.39,38.96,20.72,-0.1,0.3519,28,352.59,0.2525,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1973,89.61,85.5,4.8,30.97,39.64,21.19,0.48,0.3545,28,357.37,0.227,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1974,70.57,85.5,-17.46,30.03,38.51,20.45,-0.46,0.3291,31,372.95,0.2443,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1975,80.78,85.5,-5.52,30.54,39.11,20.87,0.05,0.338,29,500.13,0.2388,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1976,86.58,85.5,1.27,30.73,39.33,21.03,0.24,0.3422,28,334.37,0.2618,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1977,88.89,85.5,3.96,30.66,39.24,20.98,0.18,0.3429,27,408.23,0.2566,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1978,79.01,85.5,-7.59,30.86,39.48,21.14,0.37,0.33,30,298.77,0.2529,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1979,75.01,85.5,-12.27,31.15,39.82,21.38,0.66,0.3247,32,359.11,0.246,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1980,74.24,85.5,-13.17,29.5,37.85,20.06,-0.98,0.3241,28,342.06,0.2624,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1981,78.48,85.5,-8.21,31.56,40.32,21.7,1.07,0.3301,32,442.86,0.2703,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1982,69.91,85.5,-18.23,30.6,39.17,20.93,0.11,0.3218,32,371.84,0.2601,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1983,76.48,85.5,-10.55,29.98,38.44,20.43,-0.51,0.3319,29,319.75,0.2797,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1984,82.12,85.5,-3.96,30.46,39.02,20.8,-0.03,0.3413,29,428.35,0.2857,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1985,84.7,85.5,-0.94,30.82,39.47,21.08,0.34,0.3475,29,363.17,0.2708,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1986,88.61,85.5,3.63,31.31,40.06,21.46,0.82,0.3553,29,542.32,0.2858,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1987,88.98,85.5,4.07,31.05,39.76,21.24,0.56,0.3589,28,483.79,0.2601,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1988,82.88,85.5,-3.06,30.57,39.19,20.84,0.08,0.3546,29,265.64,0.277,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1989,86.36,85.5,1.0,30.27,38.85,20.59,-0.22,0.361,27,371.35,0.2861,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1990,96.88,85.5,13.31,30.21,38.79,20.54,-0.27,0.3751,24,348.27,0.2785,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1991,98.67,85.5,15.4,30.01,38.55,20.36,-0.48,0.3782,23,277.4,0.2971,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1992,87.5,85.5,2.34,30.03,38.58,20.37,-0.46,0.3653,26,372.61,0.2947,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1993,106.58,85.5,24.66,30.18,38.77,20.49,-0.31,0.387,21,392.54,0.2816,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1994,85.88,85.5,0.45,29.76,38.27,20.14,-0.73,0.3615,26,262.53,0.3082,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1995,96.75,85.5,13.16,30.33,38.95,20.6,-0.16,0.3721,24,321.56,0.3007,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1996,95.87,85.5,12.13,31.02,39.79,21.16,0.54,0.3685,26,356.27,0.3194,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1997,89.44,85.5,4.61,30.52,39.18,20.76,0.03,0.358,27,262.4,0.3081,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1998,88.08,85.5,3.02,30.73,39.42,20.93,0.24,0.3532,28,303.43,0.2957,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,1999,80.76,85.5,-5.55,30.69,39.37,20.91,0.2,0.3414,30,257.22,0.3072,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2000,83.28,85.5,-2.59,30.28,38.87,20.59,-0.2,0.3413,28,446.64,0.3097,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2001,78.86,85.5,-7.77,30.86,39.56,21.07,0.37,0.3335,31,317.22,0.3398,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2002,73.07,85.5,-14.54,30.78,39.45,21.01,0.29,0.3246,32,393.32,0.3166,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2003,75.91,85.5,-11.22,30.72,39.36,20.98,0.23,0.3265,31,428.88,0.3422,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2004,87.73,85.5,2.61,30.09,38.59,20.48,-0.4,0.3397,26,330.28,0.321,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2005,73.09,85.5,-14.52,31.06,39.75,21.27,0.57,0.3227,33,471.89,0.3315,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2006,79.17,85.5,-7.4,31.23,39.94,21.42,0.74,0.3307,31,571.33,0.3426,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2007,63.37,85.5,-25.89,30.83,39.45,21.11,0.34,0.3139,35,481.36,0.3452,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2008,85.91,85.5,0.48,30.89,39.52,21.16,0.4,0.3426,28,293.3,0.3371,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2009,80.78,85.5,-5.52,31.2,39.88,21.41,0.71,0.3394,31,315.48,0.3536,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2010,91.69,85.5,7.24,30.92,39.65,21.1,0.43,0.3592,27,358.98,0.3345,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2011,91.29,85.5,6.77,31.24,40.01,21.37,0.76,0.3583,28,407.34,0.3471,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2012,72.7,85.5,-14.97,30.51,39.03,20.88,0.02,0.3245,31,502.43,0.3547,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2013,88.17,85.5,3.12,30.12,38.71,20.44,-0.36,0.3661,26,313.32,0.3767,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2014,63.72,85.5,-25.48,31.76,40.45,21.97,1.27,0.2865,37,350.02,0.3761,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2015,81.79,85.5,-4.34,31.42,40.03,21.71,0.93,0.3092,31,321.53,0.3677,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2016,100.29,85.5,17.3,30.32,38.79,20.76,-0.16,0.3983,23,481.59,0.3725,IMD_NASA_ICRISAT_INTEGRATED
MAH_RAT_098,Maharashtra,Ratnagiri,2017,76.46,85.5,-10.57,29.86,38.3,20.33,-0.63,0.3379,29,184.86,0.3807,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1966,97.85,94.3,3.76,30.7,39.27,21.04,-0.45,0.3666,27,514.31,0.2148,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1967,105.26,94.3,11.62,30.96,39.56,21.25,-0.19,0.3746,26,466.09,0.2073,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1968,96.25,94.3,2.06,31.2,39.85,21.45,0.05,0.3643,29,410.49,0.2381,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1969,115.35,94.3,22.32,31.27,39.93,21.52,0.13,0.3831,24,572.23,0.2362,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1970,95.97,94.3,1.77,31.15,39.76,21.43,0.0,0.3604,29,598.48,0.2268,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1971,91.24,94.3,-3.25,30.67,39.18,21.06,-0.47,0.3528,29,403.19,0.225,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1972,106.57,94.3,13.01,31.27,39.89,21.56,0.13,0.366,26,481.92,0.235,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1973,86.97,94.3,-7.78,30.72,39.22,21.13,-0.43,0.342,30,317.36,0.2445,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1974,95.56,94.3,1.34,31.54,40.19,21.79,0.39,0.3479,30,260.49,0.244,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1975,84.09,94.3,-10.83,31.51,40.14,21.78,0.36,0.3327,32,412.43,0.2353,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1976,95.15,94.3,0.9,32.32,41.11,22.44,1.18,0.3418,31,440.95,0.2484,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1977,85.88,94.3,-8.93,31.34,39.92,21.65,0.19,0.33,32,318.88,0.2555,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1978,79.92,94.3,-15.25,30.68,39.13,21.13,-0.46,0.3223,32,407.79,0.2562,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1979,83.17,94.3,-11.81,30.93,39.43,21.34,-0.21,0.3252,31,427.65,0.2491,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1980,86.03,94.3,-8.77,32.15,40.89,22.31,1.0,0.3285,33,473.0,0.2483,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1981,79.47,94.3,-15.72,31.49,40.1,21.78,0.34,0.3226,34,327.69,0.245,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1982,91.88,94.3,-2.57,31.53,40.16,21.8,0.38,0.3375,30,489.1,0.2706,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1983,89.5,94.3,-5.1,31.1,39.65,21.45,-0.05,0.3373,30,506.53,0.2863,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1984,88.4,94.3,-6.25,30.91,39.43,21.29,-0.24,0.339,30,382.11,0.2653,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1985,94.66,94.3,0.38,30.41,38.84,20.88,-0.74,0.3488,27,510.39,0.2834,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1986,83.94,94.3,-10.99,30.82,39.34,21.2,-0.33,0.3407,31,478.36,0.2786,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1987,100.36,94.3,6.43,31.09,39.68,21.41,-0.05,0.3612,27,564.65,0.2798,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1988,92.54,94.3,-1.86,30.67,39.18,21.05,-0.48,0.3558,28,509.49,0.2863,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1989,104.1,94.3,10.39,31.28,39.93,21.53,0.13,0.3704,27,273.35,0.2776,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1990,94.69,94.3,0.41,30.65,39.19,21.02,-0.49,0.3622,28,384.43,0.302,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1991,109.26,94.3,15.86,30.82,39.39,21.14,-0.33,0.3786,24,381.76,0.2879,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1992,102.39,94.3,8.58,30.98,39.59,21.26,-0.17,0.3716,27,452.67,0.306,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1993,86.99,94.3,-7.76,30.81,39.4,21.12,-0.34,0.3546,30,489.16,0.2966,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1994,107.88,94.3,14.4,30.73,39.31,21.05,-0.42,0.3754,25,387.75,0.2926,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1995,92.59,94.3,-1.81,31.14,39.8,21.38,-0.01,0.3572,30,445.2,0.3073,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1996,90.27,94.3,-4.27,30.87,39.48,21.17,-0.28,0.3521,30,481.6,0.3274,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1997,94.27,94.3,-0.03,30.21,38.68,20.64,-0.94,0.3533,27,459.39,0.3102,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1998,100.34,94.3,6.41,31.02,39.64,21.29,-0.13,0.3566,27,336.17,0.3166,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,1999,100.77,94.3,6.86,30.88,39.47,21.19,-0.26,0.3538,27,340.67,0.3031,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2000,85.91,94.3,-8.9,30.83,39.39,21.16,-0.32,0.335,31,505.76,0.3108,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2001,99.02,94.3,5.01,30.51,39.0,20.92,-0.64,0.3463,26,641.65,0.3423,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2002,88.9,94.3,-5.73,30.44,38.91,20.87,-0.7,0.3334,29,462.27,0.3241,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2003,79.14,94.3,-16.07,31.28,39.9,21.55,0.13,0.3216,33,407.73,0.3239,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2004,85.5,94.3,-9.33,30.99,39.54,21.34,-0.16,0.3277,31,641.37,0.3286,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2005,89.64,94.3,-4.94,31.34,39.95,21.62,0.19,0.3322,31,499.24,0.3413,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2006,92.95,94.3,-1.43,31.43,40.06,21.71,0.29,0.3367,30,479.78,0.3406,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2007,87.5,94.3,-7.22,31.01,39.53,21.38,-0.14,0.3326,30,443.56,0.3454,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2008,92.24,94.3,-2.19,31.48,40.09,21.76,0.33,0.3399,30,413.79,0.3454,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2009,87.84,94.3,-6.85,31.56,40.18,21.83,0.41,0.338,32,397.84,0.3508,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2010,105.32,94.3,11.69,30.66,39.21,21.02,-0.48,0.3637,25,447.34,0.3523,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2011,108.92,94.3,15.5,30.96,39.54,21.28,-0.19,0.367,25,442.02,0.3552,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2012,78.95,94.3,-16.27,31.34,39.9,21.68,0.19,0.3232,33,447.82,0.3537,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2013,87.86,94.3,-6.83,30.83,39.43,21.14,-0.31,0.3562,30,286.14,0.3623,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2014,87.1,94.3,-7.64,32.26,40.92,22.49,1.11,0.3044,33,498.2,0.3584,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2015,78.31,94.3,-16.96,31.63,40.15,22.01,0.48,0.2965,34,327.69,0.3577,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2016,103.04,94.3,9.27,32.19,40.9,22.38,1.05,0.3903,29,226.82,0.3837,IMD_NASA_ICRISAT_INTEGRATED
MAH_NAS_099,Maharashtra,Nasik,2017,100.26,94.3,6.32,31.55,40.19,21.81,0.4,0.3548,28,320.1,0.3572,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1966,105.46,100.94,4.48,31.63,40.28,21.88,-0.01,0.3673,29,508.97,0.2096,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1967,116.22,100.94,15.13,32.09,40.82,22.26,0.44,0.3781,27,487.99,0.2241,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1968,99.05,100.94,-1.88,31.29,39.86,21.63,-0.35,0.3604,30,538.64,0.2295,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1969,104.45,100.94,3.48,31.4,39.98,21.72,-0.25,0.3643,29,448.91,0.2262,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1970,108.99,100.94,7.98,30.78,39.22,21.24,-0.87,0.3666,26,462.27,0.2355,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1971,101.08,100.94,0.13,31.43,39.99,21.77,-0.21,0.3561,29,414.18,0.2302,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1972,102.82,100.94,1.86,31.74,40.35,22.03,0.09,0.3548,30,264.6,0.2445,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1973,98.95,100.94,-1.97,32.52,41.27,22.66,0.87,0.3478,33,322.13,0.2323,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1974,97.51,100.94,-3.4,31.96,40.6,22.23,0.32,0.3431,32,250.26,0.2357,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1975,100.65,100.94,-0.28,31.47,39.99,21.84,-0.18,0.3433,30,510.05,0.2425,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1976,89.65,100.94,-11.18,32.13,40.78,22.38,0.48,0.3298,34,529.11,0.2542,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1977,102.0,100.94,1.05,32.59,41.32,22.75,0.94,0.34,32,332.73,0.2624,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1978,83.63,100.94,-17.15,32.11,40.74,22.37,0.46,0.3204,35,411.99,0.2684,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1979,100.26,100.94,-0.67,32.17,40.82,22.43,0.53,0.3363,31,456.82,0.2641,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1980,93.41,100.94,-7.46,31.92,40.51,22.22,0.27,0.3298,32,565.94,0.2776,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1981,92.77,100.94,-8.09,32.02,40.64,22.3,0.38,0.3302,33,475.07,0.2489,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1982,92.64,100.94,-8.22,32.54,41.27,22.71,0.89,0.3318,34,424.97,0.2891,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1983,103.62,100.94,2.66,32.02,40.66,22.29,0.38,0.3451,30,542.86,0.2618,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1984,96.34,100.94,-4.56,32.39,41.11,22.58,0.75,0.3407,33,457.06,0.2846,IMD_NASA_ICRISAT_INTEGRATED
MAH_DHU_100,Maharashtra,Dhule,1985,91.28,100.94,-9.57,31.29,39.79,21.68,-0.36,0.3389,31,660.83,0.2769,IMD_NASA_ICRISAT_INTEGRATED
